Maintaining Region,Owning Region,County,Municipality,Device Number,Main Route,Intersecting Route,Location,Device Type,Device Purpose,Device Priority,Maintenance Responsibility,Latitude (UTM Y [Meters]),Longitude (UTM X [Meters])
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2001,NY 298,Military Circle,TOWNLINE RD W SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771238.85,409332.8
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2000,NY 298,Military Circle,TOWNLINE RD W SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771234.47,409345.92
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1044,NY 298,Carrier Circle,COURT ST RD EXT SB W SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771022.16,410932.87
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1043,NY 298,Carrier Circle,COURT ST RD EXT SB W SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771042.44,410927.34
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1042,NY 298,Carrier Circle,NY 298 WB N SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771110.66,411002.93
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1041,NY 298,Carrier Circle,NY 298 WB N SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771103.28,411019.53
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1040,NY 298,Carrier Circle,NY 298 WB N SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771092.22,411039.81
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1039,NY 298,Carrier Circle,NY 298 WB N SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771094.06,411063.77
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1038,NY 298,Carrier Circle,COURT ST RD EXT NB E SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771049.81,411002.93
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1037,NY 298,Carrier Circle,NY 298 WB N SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771103.28,411085.9
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1036,NY 298,Carrier Circle,NY 298 WB S SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771125.4,411130.15
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1035,NY 298,Carrier Circle,NY 298 WB N SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771114.34,411109.87
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1034,NY 298,Carrier Circle,NY 298 WB N SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771138.31,411120.93
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1033,NY 298,Carrier Circle,CARRIER CIRCLE SW SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771130.94,411144.9
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1032,NY 298,Carrier Circle,CARRIER CIRCLE W SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771186.25,411139.36
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1031,NY 298,Carrier Circle,CARRIER CIRCLE W SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771164.12,411135.68
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1030,NY 298,Carrier Circle,CARRIER CIRCLE NW SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771232.34,411183.61
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1029,NY 298,Carrier Circle,CARRIER CIRCLE N SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771241.56,411264.73
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1028,NY 298,Carrier Circle,CARRIER CIRCLE N SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771243.4,411213.11
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1027,NY 298,Carrier Circle,THRUWAY EXIT E SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771252.62,411320.04
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1026,NY 298,Carrier Circle,THRUWAY ENTRANCE W SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771252.62,411279.48
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1025,NY 298,Carrier Circle,CARRIER CIRCLE N SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771246.78,411237.69
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1024,NY 298,Carrier Circle,CARRIER CIRCLE NE SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771209.91,411320.04
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1023,NY 298,Carrier Circle,CARRIER CIRCLE NE SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771219.74,411306.52
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1022,NY 298,Carrier Circle,CARRIER CIRCLE E SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771147.22,411340.94
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1021,NY 298,Carrier Circle,NY 298 WB S SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771080.85,411168.86
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1020,NY 298,Carrier Circle,NY 298 EB N SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771104.2,411404.85
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1019,NY 298,Carrier Circle,CARRIER CIRCLE SE SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771126.33,411343.4
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1018,NY 298,Carrier Circle,CARRIER CIRCLE SE SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771114.04,411338.48
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1017,NY 298,Carrier Circle,CARRIER CIRCLE S SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771099.29,411331.11
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1016,NY 298,Carrier Circle,NY 635 NB E SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771043.98,411294.23
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1015,NY 298,Carrier Circle,NY 635 NB E SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771058.73,411299.15
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1014,NY 298,Carrier Circle,NY 635 SB W SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771052.58,411226.63
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1013,NY 298,Carrier Circle,CARRIER CIRCLE S SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771090.68,411340.94
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1012,NY 298,Carrier Circle,CARRIER CIRCLE S SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771073.47,411184.84
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1011,NY 298,Carrier Circle,NY 298 EB S SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771091.91,411415.91
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1010,NY 298,Carrier Circle,NY 298 EB S SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771098.06,411390.1
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1009,NY 298,Carrier Circle,NY 298 EB S SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771095.6,411359.38
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1007,NY 298,Carrier Circle,COURT ST RD NB E SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771090.68,411149.2
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1006,NY 298,Carrier Circle,COURT ST RD SB W SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771062.26,411035.65
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1005,NY 298,Carrier Circle,NY 298 EB S SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771079.93,411316.45
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1004,NY 298,Carrier Circle,NY 298 EB S SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771072.19,411300.46
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1003,NY 298,Carrier Circle,NY 298 EB S SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771066.1,411284.4
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1002,NY 298,Carrier Circle,NY 298 EB S SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771063.64,411267.19
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1001,NY 298,Carrier Circle,NY 298 EB S SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771064.87,411243.84
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1000,NY 298,Carrier Circle,NY 298 EB S SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771067.33,411218.03
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-190,NY 635,Burnett Ave,NY 635 (THOMPSON RD) @ BURNET AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4768268.84,411569.23
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-219,NY 635,Exeter St,NY 635 (THOMPSON RD) @ EXETER ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4769427.32,411324.19
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-272P,NY 635,NYNEX Driveway,NY 635 (THOMPSON RD) @ NYNEX DRIVEWAY,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4770261.12,411358.9
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-217P,NY 635,Carrier Gate 1,NY 635 (THOMPSON RD) @ GATE 1 CARRIER CORP,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4770793.38,411295.91
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-219M,NY 635,Exeter St,NY 635 - THOMPSON ROAD CLOSED LOOP SYSTEM,MASTER,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4769427.32,411321.21
03-Syracuse,03-Syracuse,ONONDAGA,EAST SYRACUSE-VILLAGE,03-33-137,I 690 WB,Bridge St,I 690 WB @ BRIDGE ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4767983.18,413105.7
03-Syracuse,03-Syracuse,ONONDAGA,EAST SYRACUSE-VILLAGE,03-33-134,NY 290,Kinne St,NY 290 @ KINNE ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4768556.75,412329.18
03-Syracuse,03-Syracuse,ONONDAGA,EAST SYRACUSE-VILLAGE,03-33-170,NY 290,Burnet Ave,NY 290 @ BURNET AVE & HIGHLAND AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4768628.61,412148.01
03-Syracuse,03-Syracuse,ONONDAGA,EAST SYRACUSE-VILLAGE,03-33-65,NY 290,North Center St,NY 290 @ N CENTER ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4768489.31,412816.72
03-Syracuse,03-Syracuse,ONONDAGA,EAST SYRACUSE-VILLAGE,03-33-148,NY 290,Bridge St,NY 290 @ BRIDGE ST & UPTON ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4768463.98,412948.05
03-Syracuse,03-Syracuse,ONONDAGA,EAST SYRACUSE-VILLAGE,03-33-141,NY 290,Bridge St,NY 290 @ BRIDGE ST & BJ'S,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4768228.37,413248.12
03-Syracuse,03-Syracuse,ONONDAGA,EAST SYRACUSE-VILLAGE,03-33-209,NY 290,James St,NY 290 @ JAMES ST,FLASHER,STANDARD,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4769137.43,411556.7
03-Syracuse,03-Syracuse,ONONDAGA,EAST SYRACUSE-VILLAGE,03-33-148M,NY 290,Bridge St,NY 290 - EAST SYRACUSE VILLAGE CLOSED LOOP SYSTEM,MASTER,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4768463.98,412948.05
03-Syracuse,03-Syracuse,ONONDAGA,EAST SYRACUSE-VILLAGE,03-33-192,NY 635,Bristol Labs North,NY 635 (THOMPSON RD) @ BRISTOL LAB N @ NORTHCLIFFE RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4768857.01,411244.71
03-Syracuse,03-Syracuse,ONONDAGA,EAST SYRACUSE-VILLAGE,03-33-191,NY 635,Bristol Labs South,NY 635 (THOMPSON RD) @ BRISTOL LAB S,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4768484.62,411453.92
03-Syracuse,03-Syracuse,ONONDAGA,ELBRIDGE-TOWN,03-33-91,NY 005,Hamilton Rd,NY 5 @ HAMILTON RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4765396.05,380711.13
03-Syracuse,03-Syracuse,ONONDAGA,ELBRIDGE-TOWN,03-33-19,NY 005,Jordan Rd,NY 5 @ NY 317 (JORDAN RD),3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4765653.66,382019.01
03-Syracuse,03-Syracuse,ONONDAGA,ELBRIDGE-TOWN,03-33-64,NY 005,NY 031B,NY 5 @ NY 31B,FLASHER,STANDARD,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4764565.92,378921.33
03-Syracuse,03-Syracuse,ONONDAGA,ELBRIDGE-TOWN,03-33-80E,River Rd,Erie Canal,RIVER OVER ERIE CANAL BIN 4433140,NAVIGATION LIGHTS,NAVIGATION LIGHTS,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4773106.94,378006.28
03-Syracuse,03-Syracuse,ONONDAGA,ELBRIDGE-VILLAGE,03-33-73SB,NY 005,Elementary School,NY 5 W OF ELBRIDGE  ELEMENTARY SCHOOL,BEACON,SCHOOL,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4765717,382229
03-Syracuse,03-Syracuse,ONONDAGA,ELBRIDGE-VILLAGE,03-33-72SB,NY 005,Elementary School,NY 5 E OF ELBRIDGE  ELEMENTARY SCHOOL,BEACON,SCHOOL,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4765747,382464
03-Syracuse,03-Syracuse,ONONDAGA,FABIUS-TOWN,03-33-287,NY 080,Markham Hollow Rd,NY 80 @ MARKHAM HOLLOW RD & SKY HIGH DR,FLASHER,STANDARD,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4740424.62,411513.58
03-Syracuse,03-Syracuse,ONONDAGA,FAYETTEVILLE-VILLAGE,03-33-153,NY 005,Highbridge St,NY 5 (GENESEE ST) @ HIGHBRIDGE ST & LIMESTONE PLAZA,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 2 MAN REQUIRED LOCATION,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4764570.48,417340.22
03-Syracuse,03-Syracuse,ONONDAGA,FAYETTEVILLE-VILLAGE,03-33-2,NY 005,NY 257,NY 5 (GENESEE ST) & SALT SPRINGS RD @ NY 257,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4764632.16,418162.39
03-Syracuse,03-Syracuse,ONONDAGA,FAYETTEVILLE-VILLAGE,03-33-151P,NY 005,Town Center Drive,NY 5 (GENESEE ST) @ TOWNE CENTER,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4764624.81,416773.66
03-Syracuse,03-Syracuse,ONONDAGA,FAYETTEVILLE-VILLAGE,03-33-152,NY 005,Burdick St,NY 5 (GENESEE ST) @ BURDICK ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4764564.82,417159.04
03-Syracuse,03-Syracuse,ONONDAGA,FAYETTEVILLE-VILLAGE,03-33-152M,NY 005,Burdick St,NY 5 - FAYETTEVILLE CLOSED LOOP SYSTEM,MASTER,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4764542.25,417170.56
03-Syracuse,03-Syracuse,ONONDAGA,GEDDES-TOWN,03-33-224,I 690,State Fair Pk Lot,I 690 @ STATE FAIR PARKING LOT,3-COLOR SIGNAL,TEMPORARY SIGNAL,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4770483.14,400207.23
03-Syracuse,03-Syracuse,ONONDAGA,GEDDES-TOWN,03-33-180,I 690,NY 297,I 690 @ NY 297 (BRDGE ST) & CR 80 (ST FAIR BLVD),3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4769622.45,401247.93
03-Syracuse,03-Syracuse,ONONDAGA,GEDDES-TOWN,03-33-24SB,I 690 EB,State Fair Pk Lot,I 690 EB TRAFFIC IN ADV OF SG 224 FAIR PARK LOT CROSSOVER,BEACON,SPECIAL PURPOSE,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4770792.11,400154.22
03-Syracuse,03-Syracuse,ONONDAGA,GEDDES-TOWN,03-33-24.1SB,I 690 EB,State Fair Pk Lot,I 690 EB TRAFFIC IN ADV OF SG 224 FAIR PARK LOT CROSSOVER,BEACON,SPECIAL PURPOSE,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4770776.73,400157.58
03-Syracuse,03-Syracuse,ONONDAGA,GEDDES-TOWN,03-33-HMT01,I 690 EB,Fairgrounds,I-690 EB BEFORE 695 SB,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4770959.51,399970.11
03-Syracuse,03-Syracuse,ONONDAGA,GEDDES-TOWN,03-33-HMT04,I 690 EB,Fairgrounds,I-690 EB PAST 695 SB,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4770638.51,400351.42
03-Syracuse,03-Syracuse,ONONDAGA,GEDDES-TOWN,03-33-HMT03,I 690 EB,Fairgrounds,I-690 EB PAST 695 SB,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4770724.05,400188.35
03-Syracuse,03-Syracuse,ONONDAGA,GEDDES-TOWN,03-33-25SB,I 690 WB,State Fair Pk Lot,I 690 WB TRAFFIC IN ADV OF SG 224 FAIR PARK LOT CROSSOVER,BEACON,SPECIAL PURPOSE,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4770455.75,400673.87
03-Syracuse,03-Syracuse,ONONDAGA,GEDDES-TOWN,03-33-25.1SB,I 690 WB,State Fair Pk Lot,I 690 WB TRAFFIC IN ADV OF SG 224 FAIR PARK LOT CROSSOVER,BEACON,SPECIAL PURPOSE,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4770445.12,400700.29
03-Syracuse,03-Syracuse,ONONDAGA,GEDDES-TOWN,03-33-HMT19,I 690 WB,Fairgrounds,I-690 WB BEFORE 695 SB,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4769650.22,401589.6
